VI_MFR_CD,VI_MFR_NM,EF_ID,EFS_NUM,EVF_ID,EVFS_NUM,DVSN_NM,CL_ABRV_NM,EVCS_CD,VC_DISPL_MSR,TRANS_CNFG_DSC_TXT,VC_DSN_ETW_MSR,VC_AXLE_RAT_MSR,TPF_DYNO_HP_MSR,TPF_DYN_TRK_A_MSR,TPF_DYN_TRK_B_MSR,TPF_DYN_TRK_C_MSR,TPF_EDYN_TRK_A_MSR,TPF_EDYN_TRK_B_MSR,TPF_EDYN_TRK_C_MSR,TST_PRC_CD,TST_PRC_DSC_TXT,VEH_FL_TYP_CD,VEH_FL_TYP_DSC_TXT,SA_CD,ESX_UL_MSR,EMSN_SHRT_NM,ERER_CRT_LVL_MSR,ESX_EMSN_STD_TXT,TIER_CD,ESX_MLT_DF_QTY,ESX_ADD_DF_QTY
20,Chrysler LLC,9CRXD05.78V0,1,9CRXF0283TC0,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,CA,120,CO,1.70,6.4,L2,1.33,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXF0283TC0,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,CA,120,NMOG,0.0750,0.195,L2,1,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXF0283TC0,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,CA,120,NOX,0.10,0.2,L2,1,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXF0283TC0,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,FA,120,CO,1.70,7.3,HDV,1.33,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXF0283TC0,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,FA,120,NMOG,0.0750,0.195,HDV,1,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXF0283TC0,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,FA,120,NOX,0.10,0.2,HDV,1,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXR0283TC1,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,CA,120,CO,1.70,6.4,L2,1.33,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXR0283TC1,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,CA,120,NMOG,0.0750,0.195,L2,1,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXR0283TC1,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,CA,120,NOX,0.10,0.2,L2,1,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXR0283TC1,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,FA,120,CO,1.70,7.3,HDV,1.33,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXR0283TC1,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,FA,120,NMOG,0.0750,0.195,HDV,1,0
20,Chrysler LLC,9CRXD05.78V0,1,9CRXR0283TC1,1,DODGE,RAM 2500 PICKUP 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,8000,3.73,25.60,74.80,0.7072,0.032850,21.8590,0.4606,0.031810,31,FED FUEL 3 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,FA,120,NOX,0.10,0.2,HDV,1,0
20,Chrysler LLC,9CRXD05.78W0,1,9CRXF0218TC0,1,DODGE,RAM 3500 CAB CHAS 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,10000,4.10,35,94.38,0.7075,0.053150,7.02,0.0936,0.0556,21,FED FUEL 2 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,CA,120,CO,2.40,7.3,L2,1.33,0
20,Chrysler LLC,9CRXD05.78W0,1,9CRXF0218TC0,1,DODGE,RAM 3500 CAB CHAS 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,10000,4.10,35,94.38,0.7075,0.053150,7.02,0.0936,0.0556,21,FED FUEL 2 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,CA,120,NMOG,0.0980,0.230,L2,1,0
20,Chrysler LLC,9CRXD05.78W0,1,9CRXF0218TC0,1,DODGE,RAM 3500 CAB CHAS 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,10000,4.10,35,94.38,0.7075,0.053150,7.02,0.0936,0.0556,21,FED FUEL 2 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,CA,120,NOX,0.10,0.4,L2,1,0
20,Chrysler LLC,9CRXD05.78W0,1,9CRXF0218TC0,1,DODGE,RAM 3500 CAB CHAS 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,10000,4.10,35,94.38,0.7075,0.053150,7.02,0.0936,0.0556,21,FED FUEL 2 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,FA,120,CO,2.40,8.1,HDV,1.33,0
20,Chrysler LLC,9CRXD05.78W0,1,9CRXF0218TC0,1,DODGE,RAM 3500 CAB CHAS 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,10000,4.10,35,94.38,0.7075,0.053150,7.02,0.0936,0.0556,21,FED FUEL 2 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,FA,120,NMOG,0.0980,0.230,HDV,1,0
20,Chrysler LLC,9CRXD05.78W0,1,9CRXF0218TC0,1,DODGE,RAM 3500 CAB CHAS 2WD,102,5.70,L5 LOCK-UP/AUTOMATIC/5-SPEED,10000,4.10,35,94.38,0.7075,0.053150,7.02,0.0936,0.0556,21,FED FUEL 2 DAY EXH (BUTANE LOAD),61,TIER 2 UNLEADED,FA,120,NOX,0.10,0.4,HDV,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,58.07,0.3447,0.030770,12.69,0.5421,0.0238,11,COLD CO,26,COLD CO REGULAR(Tier 2),CA,120,HC-NM-COLD,0.30,0.3,U2,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,58.07,0.3447,0.030770,12.69,0.5421,0.0238,11,COLD CO,26,COLD CO REGULAR(Tier 2),CA,50,CO-COLD,2.20,10.0,U2,1.13,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,58.07,0.3447,0.030770,12.69,0.5421,0.0238,11,COLD CO,26,COLD CO REGULAR(Tier 2),FA,120,HC-NM-COLD,0.30,0.3,B5,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,58.07,0.3447,0.030770,12.69,0.5421,0.0238,11,COLD CO,26,COLD CO REGULAR(Tier 2),FA,50,CO-COLD,2.20,10.0,B5,1.13,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,120,CO,0.70,2.1,U2,1.33,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,120,NMOG,0.0210,0.055,U2,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,120,NOX,0.01,0.07,U2,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,50,CO,0.60,1.7,U2,1.13,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,50,NMOG,0.0210,0.040,U2,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,50,NOX,0.01,0.05,U2,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,120,CO,0.70,4.2,B5,1.33,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,120,HC-NM+NOX-COMP,0.04,0.65,B5,1,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,120,NMOG,0.0210,0.090,B5,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,120,NOX,0.01,0.07,B5,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,50,CO,0.60,3.4,B5,1.13,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,50,NMOG,0.0210,0.075,B5,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.0238,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,50,NOX,0.01,0.05,B5,1,0
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,90,US06,23,CARB Phase II Gasoline,CA,4,CO-US06,0.80,8.0,U2,1,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,90,US06,23,CARB Phase II Gasoline,CA,4,HC-NM+NOX-US06,0.06,0.14,U2,1,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,90,US06,23,CARB Phase II Gasoline,FA,120,CO-US06,1.10,11.1,B5,1.33,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,90,US06,23,CARB Phase II Gasoline,FA,4,CO-US06,0.80,8.0,B5,1,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,90,US06,23,CARB Phase II Gasoline,FA,4,HC-NM+NOX-US06,0.06,0.14,B5,1,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,95,SC03,23,CARB Phase II Gasoline,CA,4,CO-SC03,0.40,2.7,U2,1,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,95,SC03,23,CARB Phase II Gasoline,CA,4,HC-NM+NOX-SC03,0.05,0.20,U2,1,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,95,SC03,23,CARB Phase II Gasoline,FA,120,CO-SC03,0.50,3.7,B5,1.33,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,95,SC03,23,CARB Phase II Gasoline,FA,4,CO-SC03,0.40,2.7,B5,1,
20,Chrysler LLC,9CRXJ02.43P0,1,9CRXR0112PK0,1,DODGE,CALIBER AWD,102,2.40,AV AUTOMATIC VARIABLE GEAR RATIOS,3750,2.41,18.50,52.79,0.3134,0.027970,12.69,0.5421,0.023840,95,SC03,23,CARB Phase II Gasoline,FA,4,HC-NM+NOX-SC03,0.05,0.20,B5,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,11,COLD CO,26,COLD CO REGULAR(Tier 2),CA,120,HC-NM-COLD,0.10,0.3,U2,1,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,11,COLD CO,26,COLD CO REGULAR(Tier 2),CA,50,CO-COLD,2.10,10.0,U2,1.13,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,11,COLD CO,26,COLD CO REGULAR(Tier 2),FA,120,HC-NM-COLD,0.10,0.3,B5,1,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,11,COLD CO,26,COLD CO REGULAR(Tier 2),FA,50,CO-COLD,2.10,10.0,B5,1.13,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,90,US06,23,CARB Phase II Gasoline,CA,4,CO-US06,1.40,8.0,U2,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,90,US06,23,CARB Phase II Gasoline,CA,4,CO-US06,6.70,8.0,U2,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,90,US06,23,CARB Phase II Gasoline,CA,4,HC-NM+NOX-US06,0.02,0.14,U2,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,90,US06,23,CARB Phase II Gasoline,FA,120,CO-US06,1.80,11.1,B5,1.33,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,90,US06,23,CARB Phase II Gasoline,FA,120,CO-US06,8.90,11.1,B5,1.33,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,90,US06,23,CARB Phase II Gasoline,FA,4,CO-US06,1.40,8.0,B5,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,90,US06,23,CARB Phase II Gasoline,FA,4,CO-US06,6.70,8.0,B5,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,90,US06,23,CARB Phase II Gasoline,FA,4,HC-NM+NOX-US06,0.02,0.14,B5,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,95,SC03,23,CARB Phase II Gasoline,CA,4,CO-SC03,1,2.7,U2,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,95,SC03,23,CARB Phase II Gasoline,CA,4,HC-NM+NOX-SC03,0.04,0.20,U2,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,95,SC03,23,CARB Phase II Gasoline,FA,120,CO-SC03,1.40,3.7,B5,1.33,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,95,SC03,23,CARB Phase II Gasoline,FA,4,CO-SC03,1,2.7,B5,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,16.20,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,95,SC03,23,CARB Phase II Gasoline,FA,4,HC-NM+NOX-SC03,0.04,0.20,B5,1,
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,120,CO,1.40,2.1,U2,1.33,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,120,NMOG,0.0290,0.055,U2,1,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,120,NOX,0.02,0.07,U2,1,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,50,CO,1.20,1.7,U2,1.13,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,50,NMOG,0.0290,0.040,U2,1,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,CA,50,NOX,0.02,0.05,U2,1,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,120,CO,1.40,4.2,B5,1.33,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,120,NMOG,0.0290,0.090,B5,1,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,120,NOX,0.02,0.07,B5,1,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,50,CO,1.20,3.4,B5,1.13,0
20,Chrysler LLC,9CRXJ02.43P1,1,9CRXR0112PK0,1,JEEP,PATRIOT 4WD,102,2.40,M5 MANUAL FIVE-SPEED,3625,3.34,,35.23,0.4338,0.025780,18.0470,0.3241,0.024720,35,CA FUEL 3 DAY EXH (BUTANE LOAD),23,CARB Phase II Gasoline,FA,50,NMOG,0.0290,0.075,B5,1,0
